云.txt : 0.021795239460854602 || 0.0017206767995411529 || 0.0017206767995411529 || 0.01204473759678807 || 5.735589331803843E-4 || 0.014052193862919416 || 0.0054488098652136505 || 0.0014338973329509608 || 0.03527387439059363 || 0.0011471178663607685 || 0.8827071981646114 || 0.008316604531115572 || 0.010324060797246917 || 0.0034413535990823058 || 
信息技术.txt : 0.008028098344204716 || 0.008864358588392707 || 0.002676032781401572 || 0.007024586051179127 || 6.69008195350393E-4 || 0.005184813513965546 || 0.006188325806991136 || 0.0015052684395383843 || 0.08697106539555109 || 0.0028432848302391706 || 0.8516474326810504 || 0.0055193176116407425 || 0.007526342197691922 || 0.005352065562803144 || 
广府文化.txt : 0.009129640900791236 || 0.00852099817407182 || 0.02353418543315074 || 0.030837898153783728 || 0.7898153783728951 || 0.006695069993913573 || 0.008723879082978291 || 0.005680665449381213 || 0.0490971799553662 || 0.05193751268005681 || 0.005274903631568269 || 0.0016230472712517752 || 0.005680665449381213 || 0.003448975451410022 || 
改革开放.txt : 0.020768601798855275 || 0.017007358953393295 || 0.001635322976287817 || 0.01668029435813573 || 0.010466067048242027 || 0.013409648405560097 || 0.004742436631234669 || 4.905968928863451E-4 || 0.8940310711365494 || 0.004088307440719542 || 0.005069501226492232 || 0.0014717906786590352 || 0.005887162714636141 || 0.004251839738348324 || 
曹操.txt : 0.0030543677458766036 || 0.009285277947464875 || 0.75247403787416 || 0.005131337813072694 || 0.0064752596212583995 || 9.773976786805131E-4 || 0.0035430665852168603 || 0.12156383628588882 || 0.00794135613927917 || 0.08271227855833842 || 0.0012217470983506415 || 0.002321319486866219 || 0.002443494196701283 || 8.55222968845449E-4 || 
汽车.txt : 0.028753560287535604 || 0.007188390071883901 || 0.0014919300149193002 || 0.012206700122067001 || 0.007595280075952801 || 0.005967720059677201 || 0.0018988200189882002 || 0.002712600027126 || 0.05628645056286451 || 0.0010850400108504 || 0.020344500203445002 || 0.0052895700528957 || 0.016139970161399703 || 0.8330394683303947 || 
清华大学.txt : 0.023652490334318852 || 0.00648169206277007 || 0.0018194223334091425 || 0.01921764839663407 || 0.0039799863543325 || 0.8644530361610189 || 0.0011371389583807142 || 0.0015919945417329998 || 0.040482146918353425 || 0.0012508528542187855 || 0.02319763475096657 || 0.0011371389583807142 || 0.0023879918125994997 || 0.009210825562883784 || 
甘地.txt : 0.022496691662990738 || 0.06396118217909132 || 0.0041905602117335685 || 0.0037494486104984563 || 0.007940008822232024 || 0.005072783414203794 || 0.8065725628584032 || 0.007940008822232024 || 0.05359505955006617 || 0.005072783414203794 || 0.011910013233348038 || 0.0035288928098809 || 0.0024261138067931186 || 0.0015438906043228936 || 
石油期货.txt : 0.005595523581135092 || 0.0035971223021582736 || 0.0 || 0.006394884092725819 || 0.002398081534772182 || 0.002797761790567546 || 3.996802557953637E-4 || 0.0 || 0.05555555555555555 || 0.002398081534772182 || 0.023181454836131096 || 7.993605115907274E-4 || 0.890087929656275 || 0.006794564348521183 || 
秦朝.txt : 0.0034885119692048597 || 0.004811740647179117 || 0.03753157704799711 || 0.014916396006255262 || 0.030915433658125827 || 0.0022855768074100807 || 0.004811740647179117 || 0.04005774088776615 || 0.03524600024058703 || 0.8169132683748346 || 0.003007337904486948 || 3.6088054853843375E-4 || 0.004691447130999639 || 9.623481294358234E-4 || 
统计.txt : 0.004589495155532891 || 0.0025497195308516064 || 0.0010198878123406426 || 0.930137684854666 || 7.649158592554819E-4 || 0.006629270780214177 || 0.0 || 0.0015298317185109638 || 0.0239673635900051 || 0.0012748597654258032 || 0.018103008669046405 || 0.0030596634370219276 || 0.0028046914839367667 || 0.0035696073431922487 || 
美国.txt : 0.7749150954444314 || 0.03595268766834524 || 0.0029277432954678533 || 0.0107740953273217 || 0.0049186087363859935 || 0.012647851036421126 || 0.007260803372760276 || 0.0014053167818245697 || 0.07998594683218176 || 0.0011710973181871414 || 0.041456845063824806 || 0.0030448530272865677 || 0.016278252722801263 || 0.007260803372760276 || 
辛亥.txt : 0.01642710472279261 || 0.7705338809034907 || 0.010780287474332649 || 0.013860369609856264 || 0.008726899383983572 || 0.0 || 0.01026694045174538 || 0.008213552361396304 || 0.13039014373716631 || 0.01642710472279261 || 0.00513347022587269 || 0.002566735112936345 || 0.003593429158110883 || 0.003080082135523614 || 
银河系.txt : 0.0025604096655464873 || 0.0019203072491598655 || 9.601536245799327E-4 || 0.028804608737397985 || 0.0011201792286765883 || 6.401024163866218E-4 || 0.0011201792286765883 || 4.8007681228996637E-4 || 3.200512081933109E-4 || 0.0012802048327732437 || 0.01024163866218595 || 0.9431909105456873 || 0.0012802048327732437 || 0.006080972955672908 || 
