C000007-10.txt : ||0.01876675603217158 || 0.010723860589812333 || 0.7426273458445041 || 0.032171581769437 || 0.021447721179624665 || 0.021447721179624665 || 0.032171581769437 || 0.09115281501340483 || 0.013404825737265416 || 0.0160857908847185 || 
C000007-11.txt : ||0.15 || 0.041666666666666664 || 0.06666666666666667 || 0.05 || 0.2 || 0.008333333333333333 || 0.08333333333333333 || 0.3 || 0.03333333333333333 || 0.06666666666666667 || 
C000007-12.txt : ||0.04145077720207254 || 0.012953367875647668 || 0.05181347150259067 || 0.6968911917098446 || 0.03626943005181347 || 0.038860103626943004 || 0.010362694300518135 || 0.05699481865284974 || 0.02072538860103627 || 0.03367875647668394 || 
C000007-13.txt : ||0.01195219123505976 || 0.03187250996015936 || 0.03187250996015936 || 0.03386454183266932 || 0.017928286852589643 || 0.037848605577689244 || 0.029880478087649404 || 0.13346613545816732 || 0.03386454183266932 || 0.6374501992031872 || 
C000007-14.txt : ||0.03841229193341869 || 0.015364916773367477 || 0.08578745198463508 || 0.020486555697823303 || 0.030729833546734954 || 0.03329065300896287 || 0.02176696542893726 || 0.736235595390525 || 0.011523687580025609 || 0.006402048655569782 || 
C000007-15.txt : ||0.06329113924050633 || 0.012658227848101266 || 0.4810126582278481 || 0.11392405063291139 || 0.0759493670886076 || 0.02531645569620253 || 0.05063291139240506 || 0.06329113924050633 || 0.0 || 0.11392405063291139 || 
C000007-16.txt : ||0.027777777777777776 || 0.007478632478632479 || 0.04700854700854701 || 0.7777777777777778 || 0.021367521367521368 || 0.022435897435897436 || 0.013888888888888888 || 0.028846153846153848 || 0.026709401709401708 || 0.026709401709401708 || 
C000007-17.txt : ||0.08992805755395683 || 0.02877697841726619 || 0.050359712230215826 || 0.07194244604316546 || 0.050359712230215826 || 0.02877697841726619 || 0.007194244604316547 || 0.6151079136690647 || 0.017985611510791366 || 0.039568345323741004 || 
C000007-18.txt : ||0.11845102505694761 || 0.022779043280182234 || 0.05466970387243736 || 0.1845102505694761 || 0.029612756264236904 || 0.09339407744874716 || 0.02050113895216401 || 0.42596810933940776 || 0.022779043280182234 || 0.02733485193621868 || 
C000007-19.txt : ||0.024193548387096774 || 0.056451612903225805 || 0.07258064516129033 || 0.12903225806451613 || 0.45161290322580644 || 0.008064516129032258 || 0.03225806451612903 || 0.14516129032258066 || 0.008064516129032258 || 0.07258064516129033 || 
C000008-10.txt : ||0.012389380530973451 || 0.021238938053097345 || 0.0584070796460177 || 0.36283185840707965 || 0.049557522123893805 || 0.04247787610619469 || 0.024778761061946902 || 0.3911504424778761 || 0.03008849557522124 || 0.007079646017699115 || 
